title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
V for Vendetta,Alan Moore and David Lloyd ,Paperback,$12.96,$19.99,9781401208417,Vertigo; New edition,10/24/08,296,6.6(w) x 10.2(h) x 0.7(d)
The Library of Lost and Found: A Novel,Phaedra Patrick ,Hardcover,$16.50,$24.99,9780778369356,Park Row; Original edition,03/26/19,352,5.8(w) x 8.5(h) x 1.2(d)
The Coldest Winter Ever: A Novel,Sister Souljah ,Paperback,$14.96,$17.00,9780743270106,Washington Square Press; Reprint edition,09/20/05,368,5.3(w) x 8.2(h) x 1(d)
"Overlord, Vol. 1 - light novel",Kugane Maruyama and so-bin ,Hardcover,$13.59,$20.00,9780316272247,Yen Press,06/07/16,256,5.8(w) x 8.6(h) x 1.2(d)
The Other Einstein: A Novel,Marie Benedict ,Paperback,$10.80,$16.99,9781492647584,Sourcebooks Landmark; Reprint edition,08/29/17,336,5.5(w) x 8.1(h) x 1.1(d)
"A Clash of Kings (A Song of Ice and Fire, Book 2)",George R. R. Martin ,Hardcover,$22.99,$35.00,9780553108033,Bantam; First American Edition edition,02/02/99,768,6.4(w) x 9.5(h) x 1.8(d)
The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone ,Paperback,$16.20,$18.00,9780316219280,Back Bay Books; Reprint edition,08/12/14,416,5.5(w) x 8.2(h) x 1.2(d)
"My Hero Academia: School Briefs, Vol. 1: Parents' Day",Anri Yoshi and Kohei Horikoshi ,Paperback,$8.00,$10.99,9781974704866,VIZ Media LLC; Translation edition,04/02/19,240,7.5(w) x 7.5(h) x 5(d)
The God of Small Things: A Novel,Arundhati Roy ,Paperback,$7.19,$17.00,9780812979657,Random House Trade Paperbacks; Reprint edition,12/16/08,333,5.2(w) x 8(h) x 0.7(d)
Caliban's War (The Expanse),James S. A. Corey ,Paperback,$10.00,$17.00,9780316129060,Orbit; First Edition edition,06/26/12,624,6(w) x 9.2(h) x 1.6(d)
Zoom (Picture Puffin Books),Istvan Banyai ,Paperback,$7.99,$8.99,9780140557749,Puffin Books; Reprint edition,07/01/98,64,7.3(w) x 8.9(h) x 0.2(d)
It Gets Worse: A Collection of Essays,Shane Dawson ,Paperback,$9.35,$17.00,9781501132841,Atria/Keywords Press,07/19/16,256,5.5(w) x 8.4(h) x 0.9(d)
The Lessons of Tragedy: Statecraft and World Order,Hal Brands and Charles Edel ,Hardcover,$21.40,$25.00,9780300238242,Yale University Press,02/26/19,216,5.5(w) x 8.2(h) x 0.8(d)
The Seven Storey Mountain,Thomas Merton ,Paperback,$13.78,$16.95,9780156010863,Mariner Books; First edition,10/04/99,494,5.2(w) x 7.9(h) x 1.2(d)
Tomorrow There Will Be Sun: A Novel,Dana Reinhardt ,Hardcover,$14.90,$26.00,9780525557968,Pamela Dorman Books,03/12/19,288,5.8(w) x 8.5(h) x 1(d)
Love in the Time of Cholera (Oprah's Book Club),Gabriel Garcia Marquez ,Paperback,$10.87,$16.00,9780307389732,Vintage; Reprint edition,10/05/07,368,5.2(w) x 7.9(h) x 0.8(d)
Forget Me Not (Catalina Cove),Brenda Jackson ,Mass Market Paperback,$5.98,$7.99,9781335906120,HQN; Original edition,03/26/19,,4.2(w) x 6.6(h) x 1(d)
The Unbearable Lightness of Being: A Novel (Harper Perennial Modern Classics),Milan Kundera ,Paperback,$15.05,$18.99,9780061148521,Harper Perennial Modern Classics; Deluxe edition,10/27/09,320,5.5(w) x 8.2(h) x 0.8(d)
The Last Wish: Introducing the Witcher,Andrzej Sapkowski ,Paperback,$8.79,$15.99,9780316438964,Orbit,07/18/17,352,5.5(w) x 8.5(h) x 1(d)
The Remains of the Day,Kazuo Ishiguro ,Paperback,$10.87,$16.00,9780679731726,Vintage International; 1st edition,09/12/90,245,5.2(w) x 7.9(h) x 0.6(d)
The Stiehl Assassin (The Fall of Shannara),Terry Brooks ,Hardcover,$18.30,$28.00,9780553391541,Del Rey,05/28/19,352,6.1(w) x 9.2(h) x 0.9(d)
The Wartime Sisters: A Novel,Lynda Cohen Loigman ,Hardcover,$18.29,$27.99,9781250140708,St. Martin's Press,01/22/19,304,6.4(w) x 9.6(h) x 1.2(d)
Vader's Little Princess,Jeffrey Brown ,Hardcover,$8.69,$14.95,9781452118697,Chronicle Books; F First Edition Used edition,04/23/13,,6.8(w) x 6.8(h) x 0.5(d)
Florida,Lauren Groff ,Hardcover,$18.36,$27.00,9781594634512,Riverhead Books; 1st Edition edition,06/05/18,288,5.4(w) x 8.3(h) x 1(d)
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin Sharma ,Paperback,$11.83,$14.99,9780062515674,HarperSanFrancisco; First edition,04/02/99,198,5.1(w) x 8(h) x 0.6(d)
Sins of the Fathers: A J.P. Beaumont Novel,J. A Jance ,Hardcover,$24.29,$26.99,9780062853431,William Morrow,09/24/19,368,6(w) x 9(h)
Fight Club: A Novel,Chuck Palahniuk ,Paperback,$10.97,$15.95,9780393355949,W. W. Norton & Company; Reissue edition,05/01/18,224,5.5(w) x 8.3(h) x 0.6(d)
Holy Sister (Book of the Ancestor),Mark Lawrence ,Hardcover,$17.70,$27.00,9781101988916,Ace,04/09/19,368,9(w) x 0.9(h) x 6(d)
The Good Immigrant: 26 Writers Reflect on America,Nikesh Shukla and Chimene Suleyman ,Hardcover,$18.25,$28.00,9780316524285,"Little, Brown and Company",02/19/19,336,6(w) x 8.5(h) x 1(d)
I Am Her Tribe,Danielle Doby ,Paperback,$9.16,$14.99,9781449495558,Andrews McMeel Publishing,10/23/18,176,5(w) x 7.9(h) x 0.5(d)
Cruel Optimism,Lauren Berlant ,Paperback,$23.36,$25.95,9780822351115,Duke University Press Books; 29906th edition,10/27/11,352,6(w) x 9(h) x 1(d)
The View from Alameda Island,Robyn Carr ,Paperback,$11.59,$16.99,9780778369790,MIRA; Original edition,04/30/19,336,5.3(w) x 8(h) x 0.9(d)
A Madeline Treasury: The Original Stories by Ludwig Bemelmans,Ludwig Bemelmans ,Hardcover,$15.91,$35.00,9780451470515,Viking Books for Young Readers; 1st Edition edition,04/03/14,320,8.4(w) x 11.1(h) x 1.2(d)
Happy Birthday to You! Great Big Flap Book,Dr. Seuss ,Board book,$11.69,$12.99,9781524714604,Random House Books for Young Readers; Ltf Brdbk edition,08/22/17,,10.2(w) x 11.6(h) x 0.4(d)
The Walking Dead Book 15,"Robert Kirkman , Charlie Adlard, et al. ",Hardcover,$22.48,$34.99,9781534308503,Image Comics,10/16/18,304,7.5(w) x 11(h) x 0.8(d)
Tell Me How It Ends: An Essay in 40 Questions,Valeria Luiselli and Jon Lee Anderson ,Paperback,$11.26,$12.95,9781566894951,Coffee House Press,04/04/17,128,5(w) x 7.7(h) x 0.5(d)
Leading Men: A Novel,Christopher Castellani ,Hardcover,$17.70,$27.00,9780525559054,Viking,02/12/19,368,6.2(w) x 9.2(h) x 1.2(d)
The Streets Have No King,JaQuavis Coleman ,Paperback,$9.48,$15.99,9781250081278,St. Martin's Griffin,04/25/17,272,5.5(w) x 8.2(h) x 0.8(d)
Giovanni and the Camino of St. Francis,James Twyman ,Paperback,$13.01,$16.00,9781582706979,Beyond Words Publishing,03/19/19,,5.4(w) x 8.3(h) x 0.6(d)
Gilead: A Novel,Marilynne Robinson ,Paperback,$11.83,$17.00,9780312424404,Picador; Reprint edition,01/10/06,247,5.4(w) x 8.3(h) x 0.8(d)
Tao Te Ching: A New English Version (Perennial Classics),Lao Tzu and Stephen Mitchell ,Paperback,$12.80,$14.99,9780061142666,Harper Perennial Modern Classics; Reprint edition,09/05/06,144,5.3(w) x 8(h) x 0.3(d)
Jane Austen: The Complete Works 7-Book Boxed Set: Classics hardcover boxed set (Penguin Clothbound Classics),Jane Austen and Coralie Bickford-Smith ,Hardcover,$92.99,$160.00,9780141395203,Penguin Classics; Box edition,11/24/15,3120,8.2(w) x 9.8(h) x 5.6(d)
Saga Book One,Brian K Vaughan and Fiona Staples ,Hardcover,$32.49,$49.99,9781632150783,Image Comics; Deluxe Edition edition,11/25/14,504,7.2(w) x 11(h) x 1(d)
Darth Vader and Son,Jeffrey Brown ,Hardcover,$8.99,$14.95,9781452106557,Chronicle Books; 31203rd edition,04/18/12,64,6.8(w) x 6.8(h) x 0.5(d)
Oryx and Crake (MaddAddam Trilogy),Margaret Atwood ,Paperback,$10.87,$16.00,9780385721677,Anchor; Reprint edition,05/01/04,389,5.1(w) x 7.9(h) x 0.8(d)
The Lady of the Lake (The Witcher),Andrzej Sapkowski and David French ,Paperback,$11.55,$16.99,9780316273831,Orbit,03/14/17,560,5.5(w) x 8.2(h) x 1.5(d)
The Neapolitan Novels Boxed Set,Elena Ferrante and Ann Goldstein ,Paperback,$38.34,$59.99,9781609455057,Europa Editions,11/13/18,1696,5.9(w) x 8.1(h) x 5.1(d)
Thrawn: Alliances (Star Wars) (Star Wars: Thrawn),Timothy Zahn ,Paperback,$8.49,$9.99,9780525481287,Del Rey; Reprint edition,02/26/19,496,4.2(w) x 7.5(h) x 1(d)
Mark Twain: Five Novels (Leather-bound Classics),Mark Twain and Elizabeth Boyle Machlan PhD ,Leather Bound,$18.07,$24.99,9781607103165,Canterbury Classics; Lea edition,11/01/11,,6.2(w) x 9.2(h) x 1.6(d)
The Tower of Swallows (The Witcher),Andrzej Sapkowski and David French ,Paperback,$12.53,$16.99,9780316273718,Orbit,05/17/16,464,5.5(w) x 8.2(h) x 1.2(d)
Me Talk Pretty One Day,David Sedaris ,Paperback,$9.93,$16.99,9780316776967,Back Bay Books; Reprint edition,06/05/01,272,8.2(w) x 5.4(h) x 0.8(d)
Norwegian Wood,Haruki Murakami and Jay Rubin ,Paperback,$12.02,$16.00,9780375704024,Vintage; Translated from Japanese edition,09/12/00,298,5.2(w) x 7.9(h) x 0.7(d)
The Fiery Cross (Outlander),Diana Gabaldon ,Mass Market Paperback,$8.59,$9.99,9780440221661,Dell; Outlander edition,08/30/05,,4.2(w) x 6.9(h) x 2.3(d)
the witch doesn't burn in this one,Amanda Lovelace and ladybookmad ,Paperback,$9.09,$14.99,9781449489427,Andrews McMeel Publishing,03/06/18,208,6(w) x 9(h) x 0.5(d)
Daily Rituals: Women at Work,Mason Currey ,Hardcover,$16.48,$24.95,9781524732950,Knopf,03/05/19,416,5.3(w) x 7.6(h) x 1.3(d)
The Unhoneymooners,Christina Lauren ,Paperback,$11.00,$16.00,9781501128035,Gallery Books,05/14/19,416,5.3(w) x 8.2(h)
The Glass Menagerie,Tennessee Williams and Robert Bray ,Paperback,$11.20,$12.95,9780811214049,"New Directions; Some Pages Turned Down, Name on Side edition",06/17/99,104,5.2(w) x 8(h) x 0.4(d)
"Screwtape Letters: Annotated Edition, The",C. S. Lewis ,Hardcover,$16.81,$28.99,9780062023179,HarperOne; Annotated edition,10/08/13,272,7.4(w) x 9.2(h) x 0.9(d)
Sula,Toni Morrison ,Paperback,$12.48,$15.00,9781400033430,Vintage; Reprint edition,06/08/04,192,5.2(w) x 8(h) x 0.5(d)
Virgil Wander,Leif Enger ,Hardcover,$17.27,$27.00,9780802128782,Grove Press; 1st edition,10/02/18,352,6.2(w) x 9.2(h) x 1(d)
The Count of Monte Cristo (Penguin Classics),Alexandre Dumas père and Robin Buss ,Paperback,$10.87,$16.00,9780140449266,Penguin Classics; Reissue edition,05/27/03,1276,5.1(w) x 7.8(h) x 2.4(d)
Uncle John's Actual and Factual Bathroom Reader (Uncle John's Bathroom Reader Annual),Bathroom Readers' Institute ,Paperback,$15.63,$22.99,9781684124930,Portable Press,09/04/18,512,6.2(w) x 9.4(h) x 1.4(d)
Home Fire: A Novel,Kamila Shamsie ,Paperback,$9.77,$16.00,9780735217690,Riverhead Books; Reprint edition,09/04/18,288,5.1(w) x 7.9(h) x 0.7(d)
"Mastering Your Mean Girl: The No-BS Guide to Silencing Your Inner Critic and Becoming Wildly Wealthy, Fabulously Healthy, and Bursting with Love",Melissa Ambrosini ,Paperback,$13.80,$17.00,9780399176715,TarcherPerigee,03/22/16,288,5.4(w) x 8.2(h) x 0.7(d)
James Baldwin : Collected Essays : Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays (Library of America),James Baldwin and Toni Morrison ,Hardcover,$23.79,$35.00,9781883011529,Library of America,02/01/98,869,5.2(w) x 8.1(h) x 1.1(d)
Becoming the Woman God Wants Me to Be: A 90-Day Guide to Living the Proverbs 31 Life,Donna Partow ,Paperback,$11.59,$15.99,9780800728359,Revell; Reprint edition,05/16/17,352,6.2(w) x 8.5(h) x 0.8(d)
Jonathan Livingston Seagull: The Complete Edition,Richard Bach and Russell Munson ,Paperback,$11.90,$15.00,9781476793313,Scribner; 1st edition,10/21/14,127,6.5(w) x 8.5(h) x 0.5(d)
The Moon Sister: A Novel (The Seven Sisters),Lucinda Riley ,Hardcover,$17.70,$28.00,9781982110611,Atria Books,02/19/19,544,6(w) x 9(h) x 1.9(d)
Walk With Wings,"Tene Edwards , Mr Mitch Green, et al. ",Paperback,$11.69,$12.99,9781999588908,The Good Quote Publishing; 2 edition,07/01/18,166,5(w) x 8(h) x 0.4(d)
Short Stories by Jesus: The Enigmatic Parables of a Controversial Rabbi,Amy-Jill Levine ,Paperback,$10.98,$16.99,9780061561030,HarperOne; Reprint edition,09/15/15,352,5.3(w) x 8(h) x 0.8(d)
Brave New World and Brave New World Revisited,Aldous Huxley and Christopher Hitchens ,Paperback,$11.55,$16.99,9780060776091,Harper Perennial Modern Classics; Reprint edition,07/05/05,378,5.3(w) x 8(h) x 0.9(d)
Hotel on the Corner of Bitter and Sweet,Jamie Ford ,Paperback,$12.00,$17.00,9780345505347,Ballantine Books; 1st edition,10/06/09,301,5.2(w) x 8(h) x 0.7(d)
Season of Storms (The Witcher),Andrzej Sapkowski and David A French ,Paperback,$11.59,$16.99,9780316441629,Orbit; Reprint edition,11/06/18,464,5.5(w) x 8.2(h) x 1.2(d)
White,Bret Easton Ellis ,Hardcover,$17.07,$25.95,9780525656302,Knopf,04/16/19,272,6(w) x 8.5(h) x 1.1(d)
The Wife: A Novel,Meg Wolitzer ,Paperback,$13.19,$16.00,9780743456661,Scribner; Reprint edition,04/13/04,219,5.2(w) x 8(h) x 0.5(d)
I Hate Myselfie: A Collection of Essays by Shane Dawson,Shane Dawson ,Paperback,$12.49,$16.00,9781476791548,Atria/Keywords Press,03/10/15,240,5.5(w) x 8.4(h) x 0.7(d)
D'Aulaires' Book of Norse Myths,"Ingri d'Aulaire, Edgar Parin d'Aulaire, et al. ",Hardcover,$17.46,$29.95,9781590171257,NYR Children's Collection; Main edition,07/10/05,160,8.9(w) x 12(h) x 0.8(d)
So Much Longing in So Little Space: The Art of Edvard Munch,Karl Ove Knausgaard ,Paperback,$11.59,$17.00,9780143133131,Penguin Books,03/26/19,256,5(w) x 8(h) x 0.6(d)
The Girl He Used to Know: A Novel,Tracey Garvis Graves ,Hardcover,$17.70,$26.99,9781250200358,St. Martin's Press,04/02/19,304,6.4(w) x 9.6(h) x 1.1(d)
Half of a Yellow Sun,Chimamanda Ngozi Adichie ,Paperback,$15.24,$16.95,9781400095209,Anchor,09/04/07,543,5.2(w) x 8(h) x 0.9(d)
"The Will to Change: Men, Masculinity, and Love",ell hooks ,Paperback,$9.25,$15.95,9780743456081,Washington Square Press; 1 edition,12/21/04,208,5.3(w) x 8.2(h) x 0.5(d)
A Collection of Stories for 2 Year Olds,Parragon Books ,Hardcover,$9.96,$12.99,9781680524154,Parragon Books,10/09/18,96,8.2(w) x 10.1(h) x 0.5(d)
The Sermon on the Mount: The Key to Success in Life,Emmet Fox ,Paperback,$13.59,$15.99,9780060628628,HarperOne; Reissue edition,07/28/09,182,5.3(w) x 8(h) x 0.4(d)
White Teeth: A Novel,Zadie Smith ,Paperback,$12.65,$16.95,9780375703867,Vintage,06/12/01,464,5.2(w) x 7.9(h) x 1(d)
The Burning White (Lightbringer),Brent Weeks ,Hardcover,$27.00,$30.00,9780316251303,Orbit,10/22/19,650,
Story of a Soul: The Autobiography of St. Therese of Lisieux (the Little Flower) [The Authorized English Translation of Therese's Original Unaltered Manuscripts],Therese de Lisieux and John Clarke ,Paperback,$11.95,$13.95,9782950883711,I C S Publications; 3rd edition,01/19/96,306,5.4(w) x 8.4(h) x 1(d)
"Not ""Just Friends"": Rebuilding Trust and Recovering Your Sanity After Infidelity",Shirley P. Glass and Jean Coppock Staeheli ,Paperback,$9.88,$18.00,9780743225502,Atria Books; 31992nd edition,02/03/04,448,5.5(w) x 8.4(h) x 1(d)
The Secret Garden (HarperClassics),Frances Hodgson Burnett and Tasha Tudor ,Paperback,$6.99,$7.99,9780064401883,HarperCollins; Reprint edition,12/21/10,384,5.1(w) x 7.6(h) x 0.8(d)
The Walking Dead Volume 29: Lines We Cross,"Robert Kirkman , Charlie Adlard, et al. ",Paperback,$7.63,$16.99,9781534304970,Image Comics,03/13/18,136,6.4(w) x 10.1(h) x 0.5(d)
The Bear and the Nightingale: A Novel (Winternight Trilogy),Katherine Arden ,Paperback,$10.87,$16.00,9781101885956,Del Rey; Reprint edition,06/27/17,368,5.4(w) x 8.2(h) x 0.8(d)
The Heavens,Sandra Newman ,Hardcover,$17.10,$26.00,9780802129024,Grove Press,02/12/19,272,6.5(w) x 9.2(h) x 1(d)
The Myth of Sisyphus (Vintage International),Albert Camus ,Paperback,$9.80,$14.00,9780525564454,Vintage; Translation edition,11/06/18,160,5.2(w) x 8(h) x 0.5(d)
"Eragon (Inheritance, Book 1)",Christopher Paolini ,Paperback,$10.25,$11.99,9780375826696,Knopf Books for Young Readers,04/26/05,528,5.5(w) x 8.2(h) x 1.1(d)
A Thousand Mornings: Poems,Mary Oliver ,Paperback,$11.55,$17.00,9780143124054,Penguin Books; Reprint edition,09/24/13,96,5.1(w) x 7.7(h) x 0.3(d)
Robin,Dave Itzkoff ,Hardcover,$16.49,$30.00,9781627794244,Henry Holt and Co.; 1st Edition edition,05/15/18,544,6.4(w) x 9.5(h) x 1.9(d)
To the Lighthouse,Virginia Woolf and Eudora Welty ,Paperback,$8.94,$14.99,9780156907392,Harcourt Brace Jovanovich; First edition,12/27/89,209,5.1(w) x 7.8(h) x 0.6(d)
The Lovely Bones,Alice Sebold ,Paperback,$8.69,$15.99,9780316168816,Back Bay Books; Reprint edition,04/20/04,368,5.5(w) x 8.2(h) x 1(d)
"You Think It, I'll Say It: Stories",Curtis Sittenfeld ,Paperback,$11.59,$17.00,9780525508700,Random House Trade Paperbacks; Reprint edition,03/05/19,256,5.2(w) x 8(h) x 0.6(d)
Wuthering Heights (Penguin Classics),"Emily Brontë , Pauline Nestor, et al. ",Paperback,$4.98,$8.00,9780141439556,Penguin Classics; Revised edition,12/31/02,416,5.1(w) x 7.7(h) x 0.9(d)
A Prayer for Owen Meany: A Novel,John Irving ,Paperback,$14.54,$17.99,9780062204097,William Morrow Paperbacks; Reprint edition,04/03/12,627,5.3(w) x 8(h) x 1(d)
The Course of Love: A Novel,Alain de Botton ,Paperback,$8.78,$16.00,9781501134517,Simon & Schuster; Reprint edition,06/20/17,240,5.5(w) x 8.4(h) x 0.7(d)
Friday Black,Nana Kwame Adjei-Brenyah ,Paperback,$10.39,$14.99,9781328911247,Mariner Books; First Edition edition,10/23/18,208,5.3(w) x 8(h) x 0.6(d)
War and Peace (Vintage Classics),"Leo Tolstoy , Richard Pevear, et al. ",Paperback,$13.59,$20.00,9781400079988,Vintage; Reprint edition,12/02/08,1296,6.1(w) x 9.2(h) x 1.8(d)
Shadow Warrior (A Shadow Riders Novel),Christine Feehan ,Mass Market Paperback,$6.71,$7.99,9781984803528,Berkley,06/04/19,,4.2(w) x 6.8(h) x 1.1(d)
Animal Farm: 1984,George Orwell and Christopher Hitchens ,Hardcover,$13.49,$24.00,9780151010264,Houghton Mifflin Harcourt; 1 edition,06/01/03,400,5.5(w) x 8.2(h) x 1.2(d)
The Rising of the Shield Hero Volume 02,Aneko Yusagi ,Paperback,$11.66,$12.95,9781935548782,One Peace Books,10/20/15,300,5(w) x 7(h) x 1(d)
The Crucible: (Penguin Orange Collection),Arthur Miller ,Paperback,$10.20,$15.00,9780143129479,Penguin Classics; Reprint edition,10/18/16,160,5.1(w) x 7.7(h) x 0.6(d)
2am Thoughts,Makenzie Campbell ,Paperback,$11.94,$14.99,9781771681643,Central Avenue Publishing; None edition,01/02/19,160,5.2(w) x 8(h) x 0.4(d)
City of Thieves: A Novel,David Benioff ,Paperback,$12.48,$16.00,9780452295292,Penguin Books,03/31/09,258,5.3(w) x 7.9(h) x 0.6(d)
The Rules of Magic: A Novel (The Practical Magic Series),Alice Hoffman ,Paperback,$9.89,$16.00,9781501137488,Simon & Schuster; Reprint edition,06/26/18,400,5.2(w) x 8(h) x 1(d)
They Can't Kill Us Until They Kill Us,Hanif Abdurraqib and Dr. Eve L. Ewing ,Paperback,$13.80,$16.99,9781937512651,Two Dollar Radio,11/07/17,236,5.8(w) x 7.5(h) x 1(d)
Wide Sargasso Sea,Jean Rhys and Edwidge Danticat ,Paperback,$13.34,$14.95,9780393352566,W. W. Norton & Company; Reissue edition,01/25/16,176,5.5(w) x 8.3(h) x 0.5(d)
The Cartel 6: The Demise,Ashley & JaQuavis ,Paperback,$12.79,$16.99,9781250066992,St. Martin's Griffin,07/26/16,320,5.6(w) x 8.2(h) x 0.8(d)
In the Buddha's Words: An Anthology of Discourses from the Pali Canon (The Teachings of the Buddha),Bhikkhu Bodhi and His Holiness the Dalai Lama ,Paperback,$17.10,$19.95,9780861714919,Wisdom Publications; First Edition edition,07/28/05,512,6(w) x 9(h) x 1.2(d)
Darker: Fifty Shades Darker as Told by Christian (Fifty Shades of Grey Series),E L James ,Paperback,$12.19,$18.00,9780525634669,Random House Large Print; Large Print edition,12/19/17,800,6.2(w) x 9.3(h) x 1.1(d)
The Camp of the Saints,Jean Raspail ,Paperback,$12.15,$13.50,9781881780380,Social Contract Press; Sixth American Edition edition,07/12/18,384,5.8(w) x 9(h) x 1(d)
The Man in the High Castle,Philip K. Dick ,Paperback,$12.93,$15.99,9780547572482,Mariner Books; Reissue edition,01/24/12,288,5.3(w) x 8(h) x 0.7(d)
Dos espías en Caracas / Two Spies in Caracas (Spanish Edition),Moises Naim ,Paperback,$17.56,$22.95,9788466665513,Ediciones B,05/21/19,600,6(w) x 9(h)
Atonement: A Novel,Ian McEwan ,Paperback,$10.87,$16.00,9780385721790,Anchor Books; 1st edition,02/25/03,351,5.2(w) x 8(h) x 0.8(d)
"Overlord, Vol. 9 (light novel): The Caster of Destruction",Kugane Maruyama and so-bin ,Hardcover,$13.52,$20.00,9780316398862,Yen On,01/22/19,320,6(w) x 8.6(h) x 1.1(d)
Monster Girl Encyclopedia Vol. 1,Kenkou Cross ,Hardcover,$21.55,$29.99,9781626923614,Seven Seas,10/25/16,240,6.3(w) x 8.5(h) x 1(d)
Adequate Yearly Progress: A Novel,Roxanna Elden ,Paperback,$13.49,$14.99,9781732098701,Rivet Street Books,07/17/18,318,6(w) x 9(h) x 0.8(d)
The Rising of the Shield Hero Volume 03,Aneko Yusagi ,Paperback,$12.56,$13.95,9781935548669,One Peace Books,02/16/16,344,5(w) x 7(h) x 2(d)
Nineteen Minutes,Jodi Picoult ,Paperback,$15.29,$16.99,9780743496735,Washington Square Press; 1ST edition,02/05/08,455,5.3(w) x 8.2(h) x 1.2(d)
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James ,Paperback,$8.93,$15.95,9781101946343,Vintage,06/18/15,576,5.2(w) x 8(h) x 1(d)
World of Warcraft: The Official Cookbook,Chelsea Monroe-Cassel ,Hardcover,$20.79,$35.00,9781608878048,Insight Editions,10/18/16,216,8(w) x 10(h) x 1(d)
The World According to Mister Rogers: Important Things to Remember,Fred Rogers ,Hardcover,$11.58,$17.00,9781401301064,Hachette Books,10/08/03,208,5.8(w) x 6.8(h) x 0.8(d)
Varina: A Novel,Charles Frazier ,Hardcover,$15.59,$27.99,9780062405982,Ecco; First Edition edition,04/03/18,368,6(w) x 9(h) x 1.2(d)
Me Before You (Me Before You Trilogy),Jojo Moyes ,Paperback,$9.53,$16.00,9780143124542,Penguin Books; Reprint edition,07/30/13,369,5.4(w) x 8.4(h) x 0.8(d)
The Language of Flowers: A Novel,Vanessa Diffenbaugh ,Paperback,$10.09,$17.00,9780345525550,Ballantine Books; Reprint edition,04/03/12,334,5.2(w) x 8(h) x 0.8(d)
Love Letters Of Great Men - Vol. 1,"Ludwig van Beethoven, Napoleon Bonaparte, et al. ",Paperback,$12.56,$13.95,9781440496028,CreateSpace Independent Publishing Platform; 1.1.2010 edition,01/31/10,136,5.5(w) x 8.5(h) x 0.3(d)
The Wind in the Willows (Sterling Illustrated Classics),Kenneth Grahame and Robert Ingpen ,Hardcover,$13.96,$19.95,9781402782831,Sterling Children's Books; Illustrated edition,03/06/12,224,8(w) x 9.8(h) x 1.2(d)
Vampire Academy Box Set 1-6,Richelle Mead ,Paperback,$33.53,$60.94,9781595147585,Razorbill; Box edition,12/31/13,2784,7.6(w) x 8.4(h) x 5.6(d)
Book of Adria: A Diablo Bestiary,Robert Brooks and Matt Burns ,Hardcover,$19.49,$29.99,9781945683206,Blizzard Entertainment,12/04/18,144,8(w) x 10(h) x 0.8(d)
Spinning Silver: A Novel,Naomi Novik ,Hardcover,$18.78,$28.00,9780399180989,Del Rey; First Edition edition,07/10/18,480,5.8(w) x 8.6(h) x 1.4(d)
Tasting Italy: A Culinary Journey,"America's Test Kitchen , Eugenia Bone, et al. ",Hardcover,$25.47,$40.00,9781426219740,National Geographic,10/23/18,384,9.5(w) x 11.1(h) x 1.2(d)
Uncle Tom's Cabin,Harriet Beecher Stowe ,Paperback,$9.15,$10.99,,,,,
The Namesake: A Novel,Jhumpa Lahiri ,Paperback,$8.69,$15.99,9780618485222,Mariner Books; Reprint edition,09/01/04,291,5.5(w) x 8.2(h) x 0.7(d)
Sophie's World: A Novel About the History of Philosophy (FSG Classics),Jostein Gaarder and Paulette Moller ,Paperback,$12.12,$15.00,9780374530716,"Farrar, Straus and Giroux; Reprint edition",03/20/07,544,5.5(w) x 8.3(h) x 1(d)
A Coney Island of the Mind: Poems,Lawrence Ferlinghetti,Paperback,$9.86,$10.95,9780811200417,New Directions,01/17/68,93,5.2(w) x 8(h) x 0.3(d)
Mr. Brown Can Moo! Can You?,Dr. Seuss ,Hardcover,$5.99,$9.99,9780394806228,Random House,08/12/70,36,6.8(w) x 9.3(h) x 0.3(d)
The Silk Road: A Novel,Kathryn Davis ,Hardcover,$15.91,$24.00,9781555978297,Graywolf Press,03/05/19,144,5.7(w) x 8.5(h) x 0.7(d)
Severance: A Novel,Ling Ma ,Hardcover,$17.05,$26.00,9780374261597,"Farrar, Straus and Giroux; First Edition, First Printing edition",08/14/18,304,5.7(w) x 8.4(h) x 1(d)
The Complete Short Stories of Ernest Hemingway: The Finca Vigia Edition,Ernest Hemingway ,Paperback,$14.95,$22.00,9780684843322,Scribner; Finca Vig Ia Ed edition,08/03/98,650,5.5(w) x 8.2(h) x 1.5(d)
Ethic 3,Ashley Antoinette ,Paperback,$15.00,$16.99,9781724043146,Independently published,11/26/18,262,5.5(w) x 8.5(h) x 0.7(d)
"Shades of Magic Boxed Set: A Darker Shade of Magic, A Gathering of Shadows, A Conjuring of Light",V. E. Schwab ,Paperback,$31.30,$49.97,9781250175205,Tor Books,10/16/18,,5.7(w) x 8.6(h) x 4.3(d)
Angels in America: A Gay Fantasia on National Themes,"Tony Kushner, Andrew Garfield, et al. ",Audio CD,$26.95,$35.00,9780593153949,Random House Audio; Unabridged edition,05/14/19,,
